Name,SpTopt,SpTnir,SpT,GravOpt,GravNIR,Binary,Young,PS1,PS1gmag,e_PS1gmag,PS1rmag,e_PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,AllWISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Gmag,e_Gmag,RAJ2000,DEJ2000,PS1ep,Epoch,pmRA,e_pmRA,pmDE,e_pmDE,pm,e_pm,pmPA,e_pmPA,plx,e_plx,Dist,e_Dist,vtan,e_vtan
DENIS-P_J122813.8-154711   ,L5         ,L6::             ,L5             ,     ,      ,Y     ,    ,J187.0639-15.7935,     ,     ,21.28,0.1,19.4,0.02,17.57,0.01,16.52,0.01,J12281523-1547342,14.38,0.03,13.35,0.03,12.77,0.03,J122815.34-154736.5,12.02,0.02,11.69,0.02,11.1,0.15,     ,     ,187.06394,-15.793536,2011.373279,55698.59,128.9,2.7,-186,2.2,226.3,2.4,145.3,0.6,44.8,1.8,22.32,0.9,23.9,1
SDSS_J122818.54+583342.3   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J187.0776+58.5619,     ,     ,22.28,0.08,19.98,0.01,18.51,0.01,17.57,0.01,J12281851+5833419,15.91,0.1,15.21,0.14,14.89,0.14,J122818.60+583342.8,14.35,0.03,14.02,0.04,12.28,     ,20.2,0.02,187.077522,58.561915,2011.941766,55906.23,62.1,3.1,67.7,3,91.9,3,42.5,1.9,      ,     ,68.93,11.48,30,5.1
SDSS_J122855.38+005044.1   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J187.2306+00.8454,     ,     ,22.63,0.17,20.11,0.01,18.54,0.01,17.51,0.01,J12285538+0050440,15.61,0.06,14.83,0.08,14.16,0.08,J122855.35+005043.6,13.8,0.03,13.33,0.04,11.72,     ,20.32,0.01,187.230639,0.845458,2011.195702,55633.73,-43,3.1,-25.1,2.4,49.8,2.9,239.7,3,      ,     ,50.03,8.33,11.8,2.1
LHS_330                    ,M6         ,M6               ,M6             ,     ,      ,      ,    ,J187.3025+53.5521,18.95,0.03,17.77,0.02,15.28,0.01,14.2,0.01,13.62,0.01,J12291427+5333060,12.2,0.02,11.7,0.02,11.37,0.02,J122912.68+533307.5,11.13,0.02,10.9,0.02,10.71,0.08,     ,     ,187.302729,53.552113,2010.915291,55531.31,-1219.6,1.7,140.6,3.3,1227.7,1.7,276.6,0.2,39.6,1.1,25.25,0.7,147,4.1
ULAS_J123012.52+071717.9   ,           ,L4:              ,L4:            ,     ,      ,      ,    ,J187.5521+07.2881,     ,     ,     ,     ,     ,     ,20.78,0.04,19.44,0.12,                 ,     ,     ,     ,     ,     ,     ,J123012.51+071717.5,15.6,0.05,14.97,0.1,11.86,     ,     ,     ,187.552159,7.288128,2011.884983,55885.49,33.2,19.4,-102.9,15.9,108.1,16.2,162.1,10.2,      ,     ,72.53,9.33,37.2,7.3
2MASS_J12304562+2827583    ,           ,L4:              ,L4:            ,     ,      ,      ,    ,J187.6883+28.4659,     ,     ,21.98,0.07,20.26,0.01,18.97,0.01,18.09,0.02,J12304562+2827583,16.07,0.09,15.01,0.06,14.43,0.06,J123045.23+282757.5,13.97,0.03,13.67,0.03,12.09,     ,20.81,0.03,187.688328,28.465974,2011.760575,55840.05,-479,3.1,-56.7,3.7,482.3,3.1,263.2,0.4,      ,     ,39.88,4.81,91.2,11
2MASS_J12312141+4959234    ,L2         ,L3.4             ,L2             ,     ,      ,      ,    ,J187.8389+49.9897,     ,     ,21.38,0.05,19.21,0.01,17.68,0.01,16.68,0.01,J12312141+4959234,14.62,0.04,13.71,0.03,13.14,0.03,J123121.34+495923.1,12.6,0.02,12.29,0.02,11.95,0.24,     ,     ,187.838949,49.989746,2012.32397,56045.83,-40.3,2.2,-22.6,1.8,46.2,2.1,240.7,2.4,      ,     ,25.41,4.22,5.6,1
2MASS_J12314753+0847331    ,T6         ,T5.5             ,T5.5           ,     ,      ,      ,    ,J187.9445+08.7893,     ,     ,     ,     ,     ,     ,19.75,0.02,18.05,0.02,J12314753+0847331,15.57,0.07,15.31,0.2,15.22,0.2,J123146.70+084722.1,15.07,0.04,13.08,0.03,12.23,0.39,     ,     ,187.944519,8.789363,2010.988145,55557.92,-1186.6,4,-1048.8,4.9,1583.7,4.4,228.5,0.2,      ,     ,11.76,1.04,88.3,7.8
SDSS_J123200.85+022344.1   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J188.0032+02.3956,     ,     ,     ,     ,20.26,0.03,18.84,0.01,17.89,0.01,J12320085+0223441,15.93,0.09,15.23,0.11,14.69,0.11,J123200.76+022344.2,14.46,0.03,14.17,0.05,12.49,     ,     ,     ,188.003233,2.395605,2011.511348,55749.02,-93.4,2.4,4.5,2.3,93.5,2.4,272.8,1.4,      ,     ,       ,      ,      ,     
2MASS_J12321827-0951502    ,L0         ,M9.5             ,L0             ,     ,      ,      ,    ,J188.0753-09.8644,     ,     ,20.56,0.04,18.04,0.01,16.59,0.01,15.64,0.01,J12321827-0951502,13.73,0.03,13.07,0.03,12.55,0.03,J123218.14-095151.5,12.23,0.02,11.95,0.02,11.66,0.27,18.48,0.01,188.075598,-9.864337,2010.646845,55433.26,-179.9,1.9,-116.2,2.6,214.2,2.1,237.1,0.6,      ,     ,26.52,4.4,26.9,4.5
SDSS_J123322.63+213805.1   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J188.3441+21.6344,     ,     ,     ,     ,20.43,0.02,19,0.01,18.05,0.02,J12332269+2138059,16.21,0.11,15.51,0.12,14.99,0.12,J123322.60+213804.4,14.77,0.03,14.51,0.05,12.21,     ,     ,     ,188.34421,21.634508,2010.798193,55488.54,-80.3,3.3,-156.3,2.8,175.7,2.9,207.2,1,      ,     ,86.5,14.49,72,12.1
ULAS_J123327.45+121952.2   ,           ,T3.5             ,T3.5           ,     ,      ,      ,    ,J188.3644+12.3313,     ,     ,     ,     ,     ,     ,21.95,0.15,20.48,0.07,                 ,     ,     ,     ,     ,     ,     ,                   ,     ,     ,     ,     ,     ,     ,     ,     ,188.364432,12.331346,2013.085448,56323.96,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,       ,      ,      ,     
ULAS_J123433.51+010742.0   ,           ,L1:              ,L1:            ,     ,      ,      ,    ,J188.6396+01.1282,     ,     ,     ,     ,22.42,0.07,20.89,0.03,19.93,0.04,                 ,     ,     ,     ,     ,     ,     ,J123433.51+010741.9,16.07,0.06,15.66,0.14,12.3,     ,     ,     ,188.639664,1.128289,2011.655195,55801.56,98.3,16.6,4.5,15.3,98.4,16.5,87.4,9.1,      ,     ,132,23.56,61.6,15.1
2MASS_J12373919+6526148    ,T7         ,T6.5             ,T6.5           ,     ,      ,      ,    ,J189.4048+65.4354,     ,     ,     ,     ,     ,     ,     ,     ,18.43,0.04,J12373919+6526148,16.05,0.09,15.74,0.15,16.06,     ,J123737.33+652608.0,15.38,0.04,12.93,0.03,11.94,0.22,     ,     ,189.405983,65.435701,2010.084107,55227.72,-1002,3.3,-559.5,10.8,1147.6,6,240.8,0.5,96.07,4.78,10.41,0.52,56.6,2.8
ULAS_J123845.96+124737.7   ,           ,T3               ,T3             ,     ,      ,      ,    ,J189.6915+12.7939,     ,     ,     ,     ,     ,     ,21.63,0.06,20.11,0.07,                 ,     ,     ,     ,     ,     ,     ,J123845.98+124738.2,15.96,0.05,15.4,0.12,12.48,     ,     ,     ,189.691548,12.793915,2011.288487,55667.62,9.3,21.1,106.7,45.7,107.1,43.6,5,20.1,      ,     ,43.66,5.06,22.2,9.4
2MASSW_J1239272+551537     ,L5         ,                 ,L5             ,     ,      ,Y     ,    ,J189.8644+55.2603,     ,     ,21.63,0.08,19.63,0.01,17.96,0.01,16.92,0.01,J12392727+5515371,14.71,0.03,13.57,0.03,12.79,0.03,J123927.44+551537.2,12.05,0.02,11.68,0.02,11.11,0.09,     ,     ,189.864405,55.260325,2012.046105,55944.34,125.3,2.3,2.7,2.3,125.3,2.3,88.8,1.1,42.4,2.1,23.58,1.17,14,0.7
NLTT_31450B                ,           ,L6               ,L6             ,     ,      ,      ,    ,J189.9549+32.1508,     ,     ,     ,     ,20.53,0.02,19.2,0.02,18.15,0.01,J12394920+3209056,16.14,0.11,15.05,0.09,14.33,0.09,                   ,     ,     ,     ,     ,     ,     ,     ,     ,189.954928,32.150874,2011.221383,55643.11,-23.9,4.1,-196.1,5.2,197.6,5.2,186.9,1.2,      ,     ,       ,      ,      ,     
SDSS_J124036.81+152517.1   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J190.1532+15.4213,     ,     ,22.5,0.15,19.8,0.01,18.33,0.01,17.37,0.01,J12403680+1525172,15.59,0.05,14.66,0.06,14.5,0.06,J124036.79+152516.8,14.11,0.03,13.87,0.04,12.3,     ,     ,     ,190.153296,15.421326,2011.286051,55666.73,-17.1,1.9,-34.3,2.5,38.3,2.4,206.5,3,      ,     ,64.15,10.69,11.6,2.1
ULAS_J124052.92+112940.4   ,           ,L1:              ,L1:            ,     ,      ,      ,    ,J190.2204+11.4945,     ,     ,     ,     ,     ,     ,18.14,0.05,     ,     ,                 ,     ,     ,     ,     ,     ,     ,J124052.71+112939.0,     ,     ,     ,     ,     ,     ,20.18,0.06,190.220421,11.494591,2014.9695,57012.11,-28.3,3.3,38.8,3.3,48,3.2,323.9,3.9,      ,     ,       ,      ,      ,     
ULAS_J124413.03+123201.1   ,           ,T4               ,T4             ,     ,      ,      ,    ,J191.0541+12.5336,     ,     ,     ,     ,     ,     ,21.85,0.11,20.4,0.04,                 ,     ,     ,     ,     ,     ,     ,J124412.98+123202.0,17.21,0.13,16.65,0.33,12.72,     ,     ,     ,191.054161,12.533664,2011.507899,55747.76,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,70.86,12.91,      ,     
ULAS_J124425.90+102441.9   ,sdL0.5     ,                 ,sdL0.5         ,     ,      ,      ,    ,J191.1067+10.4101,21.67,0.13,21.53,0.12,19.47,0.03,18.21,0.01,17.71,0.01,J12442595+1024432,16.2,0.13,15.65,     ,15.4,     ,J124425.63+102437.3,15.45,0.04,15.14,0.09,12.52,     ,     ,     ,191.10682,10.41031,2011.039507,55576.68,-439.8,3.6,-549.6,3.9,703.9,3.8,218.7,0.3,      ,     ,109.46,18.68,365.3,62.4
SDSS_J124510.86-013230.9   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J191.2948-01.5417,     ,     ,     ,     ,20.78,0.03,19.31,0.02,18.38,0.01,J12451086-0132312,16.6,0.14,16.08,0.24,15.61,0.24,J124510.76-013230.5,15.33,0.04,14.93,0.08,12.49,     ,     ,     ,191.294917,-1.541807,2010.902204,55526.53,-112.8,6,46.7,5.7,122.1,6,292.5,2.7,      ,     ,104.91,17.82,60.7,10.7
SDSS_J124514.95+120442.0   ,L1         ,                 ,L1             ,     ,      ,      ,    ,J191.3122+12.0782,     ,     ,22.78,0.15,20.47,0.03,19.02,0.01,18.05,0.01,J12451496+1204423,16.05,0.08,15.32,0.09,14.73,0.09,J124514.94+120441.6,14.38,0.03,14.13,0.05,12.13,     ,     ,     ,191.312296,12.078221,2011.11666,55604.86,-13.9,3.8,-45,3.9,47.1,3.9,197.2,4.7,      ,     ,65.46,10.94,14.6,2.7
SDSS_J124555.66+490210.9   ,L1         ,M7.8:            ,L1             ,     ,      ,      ,    ,J191.4818+49.0364,23.21,0.14,22.21,0.08,19.4,0.01,18.16,0.01,17.48,0.01,J12455566+4902105,15.95,0.08,15.36,0.14,15.2,0.14,J124555.64+490211.2,14.78,0.03,14.55,0.05,12.22,     ,19.88,0.01,191.481842,49.036452,2012.450322,56091.98,-9.1,2.1,42.8,2.4,43.8,2.4,348,2.8,      ,     ,79.25,13.27,16.5,2.9
SDSS_J124642.80+615054.5   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J191.6779+61.8482,     ,     ,22.46,0.13,20.11,0.02,18.66,0.01,17.8,0.02,J12464281+6150546,16.12,0.08,15.31,0.09,14.79,0.09,J124642.73+615054.0,14.8,0.03,14.51,0.04,12.97,0.5,20.45,0.02,191.678041,61.84832,2011.540205,55759.56,-47.4,3.4,-57.2,3.6,74.3,3.5,219.6,2.7,      ,     ,86.34,14.42,30.4,5.3
2MASSW_J1246467+402715     ,L4         ,L4.0             ,L4             ,     ,      ,      ,    ,J191.6955+40.4538,     ,     ,21.86,0.05,19.94,0.02,18.29,0.01,17.26,0.01,J12464678+4027150,15.09,0.05,13.94,0.04,13.28,0.04,J124646.89+402713.9,12.58,0.02,12.21,0.02,11.96,0.25,     ,     ,191.695458,40.453838,2011.319069,55678.79,133.5,2.1,-106.1,1.7,170.5,2,128.5,0.6,      ,     ,20.35,2.45,16.4,2
2MASS_J12465176+3148104    ,M7.5       ,                 ,M7.5           ,     ,      ,      ,    ,J191.7120+31.8031,19.46,0.01,18.05,0.01,15.59,0.01,14.41,0.01,13.75,0.01,J12465176+3148104,12.23,0.02,11.58,0.02,11.21,0.02,J124650.95+314811.1,10.98,0.02,10.79,0.02,10.47,0.08,     ,     ,191.711983,31.803131,2011.831348,55865.9,-799.5,2.6,40.6,2.2,800.5,2.6,272.9,0.2,      ,     ,20.45,3.39,77.6,12.9
2MASS_J12473570-1219518    ,M8.5       ,                 ,M8.5           ,     ,      ,      ,    ,J191.8987-12.3319,21.6,0.04,20.28,0.02,17.61,0.01,16.28,0.01,15.5,0.01,J12473570-1219518,13.89,0.03,13.21,0.02,12.72,0.03,J124735.70-121954.5,12.49,0.02,12.25,0.02,11.88,0.29,     ,     ,191.898787,-12.331854,2010.760821,55474.89,-3.9,2.3,-217.2,1.9,217.2,1.9,181,0.6,      ,     ,35.82,5.95,36.9,6.1
2MASS_J12474944-1117551    ,           ,L0:              ,L0:            ,     ,      ,      ,    ,J191.9559-11.2987,     ,     ,     ,     ,20.24,0.03,18.75,0.01,17.81,0.01,J12474944-1117551,15.99,0.07,15.1,0.1,14.73,0.1,J124749.42-111755.2,14.43,0.03,14.07,0.04,12.75,     ,     ,     ,191.955957,-11.298717,2010.97347,55552.56,-29.2,3,-12.1,3.3,31.6,3,247.5,5.9,      ,     ,70.5,11.77,10.6,2
ULAS_J124804.56+075904.0   ,           ,T7               ,T7             ,     ,      ,      ,    ,J192.0185+07.9841,     ,     ,     ,     ,     ,     ,     ,     ,20.26,0.15,                 ,     ,     ,     ,     ,     ,     ,J124804.47+075903.6,17.3,0.15,15.45,0.1,12.14,     ,     ,     ,192.018526,7.984199,2013.041342,56307.85,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,29.23,2.91,      ,     
SDSS_J124908.66+415728.6   ,L0         ,M9               ,L0             ,     ,      ,      ,    ,J192.2851+41.9577,     ,     ,22.02,0.05,19.54,0.01,18.11,0.01,17.16,0.01,J12490872+4157286,15.44,0.05,14.69,0.05,14.29,0.05,J124908.45+415727.8,13.92,0.03,13.58,0.03,12.89,0.54,19.84,0.01,192.285191,41.957715,2011.226229,55644.88,-291.2,2.3,-81.1,2,302.3,2.3,254.4,0.4,      ,     ,56.24,9.36,80.6,13.4
SDSS_J125011.65+392553.9   ,           ,T4               ,T4             ,     ,      ,      ,    ,J192.5484+39.4296,     ,     ,     ,     ,     ,     ,20.56,0.1,18.9,0.03,J12501166+3925582,16.54,0.11,16.18,0.25,16.06,0.25,J125011.60+392547.4,15.92,0.05,14.6,0.05,12.46,     ,     ,     ,192.548441,39.429825,2011.13525,55611.65,-34.2,4.3,-832.9,5.6,833.6,5.6,182.4,0.3,      ,     ,27.52,2.86,108.8,11.3
WISE_J125015.56+262846.9   ,           ,T6               ,T6             ,     ,      ,      ,    ,J192.5648+26.4795,     ,     ,     ,     ,     ,     ,21.05,0.13,19.52,0.14,                 ,16.93,0.2,17.1,     ,15.72,0.21,J125015.56+262846.8,16.41,0.07,14.59,0.05,12.63,     ,     ,     ,192.564571,26.479316,2012.41358,56078.56,-476.4,56,-616.5,34.4,779.1,43.7,217.7,3.6,      ,     ,22.22,2.02,82.1,8.8
PSO_J192.6717-21.8250      ,           ,T2.5             ,T2.5           ,     ,      ,      ,    ,J192.6715-21.8250,     ,     ,     ,     ,     ,     ,20.61,0.07,19.15,0.03,                 ,     ,     ,     ,     ,     ,     ,J125041.19-214930.1,15.68,0.04,14.64,0.05,12.34,     ,     ,     ,192.671577,-21.825085,2011.849583,55872.56,-157.4,16.6,-78.1,14.6,175.7,16.2,243.6,4.9,      ,     ,32.01,3.33,26.7,3.7
SDSS_J125044.68+041758.2   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J192.6864+04.2993,     ,     ,     ,     ,20.66,0.03,19.2,0.01,18.32,0.01,J12504467+0417581,16.49,0.14,16.01,0.24,15.47,0.24,J125044.72+041757.6,15.26,0.04,15.01,0.08,12.5,     ,     ,     ,192.686381,4.299355,2011.546639,55761.91,96.3,5.2,-47.3,5.6,107.3,5.3,116.2,3,      ,     ,108.85,18.47,55.4,9.8
SDSS_J125045.66+441853.7   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J192.6904+44.3142,     ,     ,     ,     ,19.76,0.02,18.49,0.01,17.8,0.01,J12504567+4418551,16.45,0.14,16.16,0.19,15.11,0.19,J125045.73+441851.2,15.18,0.03,14.88,0.06,12.03,     ,20.29,0.01,192.690469,44.314264,2011.71885,55824.81,66.6,3.2,-273.1,2.9,281.1,2.9,166.3,0.6,      ,     ,102.57,17.23,136.7,23
LEHPM_2-0174               ,M6.5       ,                 ,M6.5           ,     ,      ,      ,    ,J192.7207-21.3547,18.93,0.01,17.5,0.01,14.8,0.01,13.52,0.01,12.79,0.01,J12505265-2121136,11.16,0.02,10.55,0.02,10.13,0.02,J125052.99-212117.1,9.89,0.02,9.68,0.02,9.36,0.03,     ,     ,192.721002,-21.354903,2012.072389,55953.94,448.9,1.3,-331.9,2.3,558.3,1.7,126.5,0.2,57.77,1.72,17.31,0.52,45.8,1.4
SDSS_J125137.76+462025.9   ,           ,L4.2             ,L4.2           ,     ,      ,      ,    ,J192.9072+46.3396,     ,     ,     ,     ,20.53,0.02,18.9,0.02,17.9,0.02,J12513775+4620274,15.83,0.08,14.75,0.1,14.48,0.1,J125137.72+462023.1,13.47,0.02,13.24,0.03,11.68,0.2,20.69,0.03,192.907237,46.33968,2011.774073,55844.98,-24.5,7.1,-342.3,2.9,343.2,3,184.1,1.2,      ,     ,33.54,4.04,54.6,6.6
SDSS_J125214.08+142239.3   ,L3         ,                 ,L3             ,     ,      ,      ,    ,J193.0585+14.3774,     ,     ,22.68,0.12,20.63,0.03,19.14,0.02,18.17,0.01,J12521412+1422398,16,0.07,15.16,0.07,14.49,0.07,J125214.05+142238.9,14.22,0.03,13.95,0.04,12.23,0.44,     ,     ,193.058526,14.377479,2011.332758,55683.79,-83.1,3.1,-54.8,4.8,99.5,3.7,236.6,2.5,      ,     ,49.64,6.01,23.4,3
SDSS_J125230.79+183506.0   ,L1         ,                 ,L1             ,     ,      ,      ,    ,J193.1280+18.5849,     ,     ,     ,     ,20.63,0.02,19.25,0.02,18.36,0.02,J12523083+1835063,16.31,0.12,15.23,0.13,14.72,0.13,J125230.75+183505.7,14.17,0.03,13.96,0.04,12.29,     ,     ,     ,193.128114,18.584943,2012.031869,55939.14,-90.5,4.2,-21.7,6,93.1,4.3,256.5,3.7,      ,     ,60.53,10.1,26.7,4.6
SDSS_J125253.62+342138.8   ,L2         ,                 ,L2             ,     ,      ,      ,    ,J193.2231+34.3608,     ,     ,22.57,0.12,20.52,0.01,19.17,0.01,18.23,0.01,J12525363+3421387,16.27,0.1,15.26,0.08,14.68,0.08,J125253.56+342139.0,14.34,0.03,14.14,0.04,12.71,     ,     ,     ,193.22313,34.360822,2011.796715,55853.25,-97.1,3.8,20.4,4.4,99.2,3.8,281.9,2.5,      ,     ,59.4,9.91,27.9,4.8
2MASS_J12531240+4034038    ,M7.5       ,                 ,M7.5           ,     ,      ,      ,    ,J193.3027+40.5653,19.64,0.01,18.18,0.01,15.6,0.01,14.39,0.01,13.73,0.01,J12531240+4034038,12.19,0.02,11.55,0.02,11.16,0.02,J125312.64+403355.8,10.94,0.02,10.76,0.02,10.48,0.07,     ,     ,193.302797,40.565303,2011.930021,55901.94,233.1,1.9,-633.7,1.7,675.2,1.7,159.8,0.2,47.3,11.7,21.14,5.23,67.7,16.7
SDSS_J125331.83+065933.4   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J193.3826+06.9926,     ,     ,     ,     ,20.21,0.02,18.75,0.01,17.88,0.01,J12533184+0659335,16.19,0.11,15.27,0.16,15.07,0.16,J125331.83+065933.6,14.67,0.03,14.4,0.05,12.55,     ,     ,     ,193.382605,6.992659,2011.993703,55925.2,-25.1,2.7,12.7,3,28.1,2.7,296.8,6,      ,     ,82.08,13.73,10.9,2.1
SDSS_J125437.60+293832.7   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J193.6565+29.6422,     ,     ,22.07,0.06,19.68,0.01,18.23,0.01,17.27,0.01,J12543762+2938328,15.46,0.06,14.6,0.06,14.18,0.06,J125437.58+293832.3,13.78,0.03,13.48,0.03,11.96,0.23,20.06,0.02,193.656556,29.642291,2011.862368,55877.23,-43.7,4,-47.8,2.8,64.8,3.4,222.4,3.1,      ,     ,53.83,8.96,16.5,2.9
WISE_J125448.52-072828.4   ,           ,T7               ,T7             ,     ,      ,      ,    ,J193.7020-07.4746,     ,     ,     ,     ,     ,     ,     ,     ,20.12,0.06,                 ,     ,     ,     ,     ,     ,     ,J125448.50-072828.3,16.78,0.1,14.85,0.08,12.28,     ,     ,     ,193.702058,-7.474638,2011.191266,55632.11,73.9,98.1,-156.2,98.1,172.7,87.2,154.7,40.3,      ,     ,22.12,2.08,18.1,9.3
SDSSp_J125453.90-012247.4  ,T2         ,T2               ,T2             ,     ,      ,      ,    ,J193.7228-01.3794,     ,     ,     ,     ,     ,     ,18.7,0.06,17.15,0.01,J12545393-0122474,14.89,0.04,14.09,0.05,13.84,0.05,J125453.55-012246.1,13.31,0.03,12.41,0.02,10.97,0.14,     ,     ,193.72321,-1.379533,2010.13462,55246.17,-485,2,114.1,3.4,498.2,2.1,283.2,0.4,84.9,1.9,11.78,0.26,27.8,0.6
SDSS_J125459.33+263107.2   ,L1         ,                 ,L1             ,     ,      ,      ,    ,J193.7471+26.5186,     ,     ,     ,     ,20.74,0.02,19.25,0.02,18.27,0.02,J12545932+2631072,16.83,0.15,15.56,0.14,15.33,0.14,J125459.30+263106.8,14.9,0.03,14.61,0.05,12.46,     ,     ,     ,193.747154,26.518603,2011.913046,55895.74,-20.6,4,-18.3,3.9,27.6,3.9,228.4,8.3,      ,     ,81.54,13.66,10.7,2.3
SDSS_J125550.62+170059.7   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J193.9610+17.0162,     ,     ,     ,     ,20.52,0.02,18.99,0.01,18.01,0.02,J12555058+1701006,16.19,0.07,15.35,0.1,15.01,0.1,J125550.64+170058.9,14.64,0.03,14.49,0.05,12.28,     ,     ,     ,193.961019,17.016356,2010.84449,55505.45,64.3,3,-134.7,2.7,149.3,2.8,154.5,1.1,      ,     ,85.71,14.35,60.7,10.2
VHS_J125601.92-125723.9_b  ,L8::       ,L7::VL-G         ,L8::           ,     ,VL-G  ,      ,Y   ,J194.0065-12.9585,     ,     ,     ,     ,     ,     ,20.36,0.02,     ,     ,J12560183-1257276,16.66,0.29,15.6,0.12,14.57,0.12,J125601.66-125728.7,13.6,0.5,12.8,0.5,11.8,     ,     ,     ,194.00652,-12.95852,2012.253771,56020.19,       ,     ,       ,    ,      ,     ,     ,     ,78.8,6.4,12.69,1.03,      ,     
VHS_J125601.92-125723.9_AB ,M7         ,M7.5INT-G        ,M7             ,     ,INT-G ,Y     ,Y   ,J194.0079-12.9567,18.35,0.01,16.97,0.01,     ,     ,     ,     ,12.58,0.01,J12560215-1257217,11.02,0.02,10.47,0.02,10.04,0.02,J125601.94-125723.7,9.88,0.02,9.66,0.02,9.39,0.04,     ,     ,194.008004,-12.956694,2011.367502,55696.48,-271.7,1.8,-196.2,2.2,335.1,1.9,234.2,0.4,78.8,6.4,12.69,1.03,20.2,1.6
ULAS_J125635.91-001944.9   ,esdM6      ,                 ,esdM6          ,     ,      ,      ,    ,J194.1491-00.3302,21.11,0.03,19.56,0.05,18.24,0.01,17.61,0.01,17.39,0.01,J12563590-0019450,16.22,0.1,15.71,0.29,15.72,0.29,J125635.81-001948.9,15.31,0.04,15.18,0.09,12.27,     ,18.86,0.01,194.149187,-0.330326,2011.455633,55728.67,-115.8,3.3,-336.5,1.9,355.9,2.1,199,0.5,      ,     ,182.9,31.33,308.6,52.9
SDSS_J125637.13-022452.4   ,esdL3.5    ,sdL3.5           ,esdL3.5        ,     ,      ,      ,    ,J194.1532-02.4154,     ,     ,     ,     ,19.47,0.04,18,0.03,17.54,0.01,J12563716-0224522,16.1,0.11,15.79,     ,15.44,     ,J125636.75-022455.1,15.21,0.04,15.01,0.08,12.41,     ,     ,     ,194.15318,-2.415442,2010.949651,55543.86,-508.1,3.4,-296.3,4.1,588.2,3.6,239.8,0.4,11.1,2.88,90.09,23.37,251.2,65.2
2MASS_J12563961-2718455    ,           ,L3.4INT-G        ,L3.4INT-G      ,     ,INT-G ,      ,Y   ,J194.1647-27.3129,     ,     ,     ,     ,21.28,0.07,19.76,0.03,18.77,0.02,J12563961-2718455,16.42,0.13,15.37,0.09,14.71,0.09,J125639.54-271846.3,14.13,0.03,13.74,0.04,12.24,     ,     ,     ,194.164742,-27.312895,2010.765038,55476.43,-77.2,7.5,-66.3,3.8,101.8,6.2,229.3,3.2,      ,     ,43.41,5.24,20.9,2.8
SDSS_J125645.82+151443.7   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J194.1909+15.2454,     ,     ,22.48,0.19,20.32,0.02,18.85,0.01,17.92,0.02,J12564581+1514435,16.13,0.08,15.39,0.1,14.92,0.1,J125645.82+151443.5,14.68,0.03,14.39,0.05,12.53,     ,20.66,0.03,194.190928,15.245443,2011.785708,55849.23,9.9,4.6,-4.3,4.3,10.8,4.3,113.5,28.5,      ,     ,81.7,13.67,4.2,1.8
2MASS_J12565688+0146163    ,L2:        ,L1.6             ,L2:            ,     ,      ,      ,    ,J194.2363+01.7710,     ,     ,21.17,0.06,19.02,0.01,17.56,0.01,16.61,0.01,J12565688+0146163,14.48,0.03,13.52,0.03,12.79,0.03,J125656.73+014615.8,12.34,0.02,12.04,0.02,11.45,0.18,     ,     ,194.236344,1.771079,2012.04835,55945.16,-204.5,2.5,-39.3,1.7,208.2,2.5,259.1,0.5,      ,     ,22.67,3.76,22.4,3.7
